event_id,event_year,structure_type,material,location,corrosion_environment,age_at_event_years,corrosion_rate_mm_yr,failure_mode,severity,replacement_value_USD,repair_cost_USD,loss_ratio,detected_by,was_predicted,warning_lead_months,insurance_claim_filed,regulatory_action,severity_num,severity_loss_score,repair_impact_score,failure_cost_ratio,prediction_gap,failure_risk_score
FE-00461,2014,Building,Steel (A36),Coastal California,Moderate,54,0.0825,Fatigue crack,Moderate,5233382.0,657233.0,0.1256,Load test,0,0,1,0,2,0.2512,82548.46479999999,0.1255847557086412,2.0,0.165
FE-00462,2019,Power Plant,Steel (A36),Urban West,Mild,26,0.0298,Fatigue crack,Minor,528591.0,23192.0,0.0439,Emergency,0,0,1,0,1,0.0439,1018.1288000000001,0.043875132191051304,1.0,0.0298
FE-00463,2017,Bridge,Steel (A36),Industrial New Jersey,Moderate,28,0.0989,Overload,Moderate,806643.0,220082.0,0.2728,Public report,0,0,0,0,2,0.5456,60038.3696,0.2728369303396918,2.0,0.1978
FE-00464,2018,Pipeline,Reinforced Concrete,Rural Midwest,Mild,33,0.0162,Settlement,Moderate,1329813.0,311144.0,0.234,Routine inspection,1,16,1,0,2,0.468,72807.69600000001,0.2339757544857811,0.11764705882352941,0.0324
FE-00465,2008,Pipeline,Steel (A36),Rural South,Mild,39,0.0257,Fatigue crack,Minor,7479471.0,242956.0,0.0325,Load test,1,3,1,0,1,0.0325,7896.070000000001,0.03248304592664374,0.25,0.0257
FE-00466,2014,Building,Prestressed Concrete,Coastal Carolina,Severe,28,0.0637,Overload,Minor,499894.0,17116.0,0.0342,Public report,1,1,1,0,1,0.0342,585.3672,0.03423925872284925,0.5,0.0637
FE-00467,2010,Bridge,Aluminium Alloy,Industrial New Jersey,Moderate,74,0.1022,Erosion,Moderate,1961845.0,231561.0,0.118,Sensor alert,0,0,1,0,2,0.236,27324.198,0.11803226044871026,2.0,0.2044
FE-00468,2023,Bridge,Steel (A36),Urban Midwest,Moderate,53,0.0469,Fatigue crack,Minor,4594589.0,230788.0,0.0502,Public report,0,0,1,0,1,0.0502,11585.5576,0.050230390574652055,1.0,0.0469
FE-00469,2017,Power Plant,Steel (A588 Weathering),Urban Northeast,Moderate,24,0.0258,Fatigue crack,Minor,587858.0,42091.0,0.0716,Routine inspection,0,0,1,0,1,0.0716,3013.7156,0.07160062464064451,1.0,0.0258
FE-00470,2021,Bridge,Prestressed Concrete,Coastal Carolina,Severe,50,0.0642,Fatigue crack,Moderate,752623.0,140622.0,0.1868,Emergency,0,0,1,0,2,0.3736,26268.189599999998,0.18684254932416364,2.0,0.1284
FE-00471,2016,Pipeline,Prestressed Concrete,Coastal California,Moderate,32,0.0679,Settlement,Major,1282243.0,533985.0,0.4164,Routine inspection,1,0,1,1,3,1.2492,222351.354,0.4164460246614721,3.0,0.2037
FE-00472,2022,Pipeline,Steel (A36),Coastal California,Moderate,47,0.054,Fatigue crack,Moderate,538087.0,140611.0,0.2613,Routine inspection,1,9,0,0,2,0.5226,36741.654299999995,0.2613164785620169,0.2,0.108
FE-00473,2021,Building,Steel (A514 HY),Urban Northeast,Moderate,26,0.0819,Fatigue crack,Moderate,772981.0,196622.0,0.2544,Public report,0,0,0,0,2,0.5088,50020.6368,0.2543684773623155,2.0,0.1638
FE-00474,2009,Pipeline,Reinforced Concrete,Urban Midwest,Moderate,27,0.0542,Erosion,Major,569952.0,397888.0,0.6981,Routine inspection,0,0,0,0,3,2.0943,277765.6128,0.6981079108416147,3.0,0.1626
FE-00475,2006,Power Plant,Composite Steel-Concrete,Rural Midwest,Mild,16,0.0407,Corrosion,Moderate,2136150.0,476820.0,0.2232,Routine inspection,1,1,1,0,2,0.4464,106426.224,0.2232146618917211,1.0,0.0814
FE-00476,2009,Pipeline,Reinforced Concrete,Coastal Texas,Severe,69,0.1156,Corrosion,Moderate,1351815.0,362740.0,0.2683,Public report,0,0,1,0,2,0.5366,97323.14199999999,0.2683355340782578,2.0,0.2312
FE-00477,2010,Building,Reinforced Concrete,Pacific Northwest,Mild,47,0.0339,Fatigue crack,Major,165084.0,57870.0,0.3505,Sensor alert,0,0,0,1,3,1.0514999999999999,20283.434999999998,0.35054881151413825,3.0,0.1017
FE-00478,2013,Power Plant,Reinforced Concrete,Coastal California,Moderate,32,0.0406,Corrosion,Minor,1695253.0,77547.0,0.0457,Public report,0,0,1,0,1,0.0457,3543.8979,0.04574361466990473,1.0,0.0406
FE-00479,2006,Bridge,Prestressed Concrete,Coastal Carolina,Severe,26,0.1106,Fatigue crack,Major,2158249.0,1200890.0,0.5564,Emergency,0,0,1,1,3,1.6692,668175.196,0.5564186523427093,3.0,0.3318
FE-00480,2017,Bridge,Stainless Steel 316L,Rural South,Mild,26,0.0068,Brittle fracture,Catastrophic,1455625.0,1927185.0,1.324,Emergency,0,0,0,0,4,5.296,2551592.94,1.3239570631172177,4.0,0.0272
FE-00481,2018,Bridge,Composite Steel-Concrete,Rural South,Mild,23,0.0427,Creep,Moderate,752308.0,103525.0,0.1376,Routine inspection,1,16,1,0,2,0.2752,14245.04,0.1376098619182569,0.11764705882352941,0.0854
FE-00482,2013,Power Plant,Steel (A588 Weathering),Urban Northeast,Moderate,56,0.0186,Overload,Moderate,1719920.0,194375.0,0.113,Sensor alert,1,2,1,0,2,0.226,21964.375,0.11301397739429742,0.6666666666666666,0.0372
FE-00483,2014,Building,Composite Steel-Concrete,Rural Mountain,Mild,32,0.0104,Corrosion,Minor,7861789.0,544450.0,0.0693,Routine inspection,0,0,1,0,1,0.0693,37730.385,0.06925268536207217,1.0,0.0104
FE-00484,2009,Building,Prestressed Concrete,Industrial New Jersey,Moderate,48,0.0889,Erosion,Moderate,6262608.0,1799641.0,0.2874,Sensor alert,0,0,0,0,2,0.5748,517216.8234,0.2873628686323653,2.0,0.1778
FE-00485,2018,Bridge,Steel (A36),Industrial Michigan,Moderate,45,0.0554,Creep,Minor,970618.0,30517.0,0.0314,Routine inspection,1,24,1,0,1,0.0314,958.2338,0.031440793391426906,0.04,0.0554
FE-00486,2008,Power Plant,Timber,Industrial Michigan,Moderate,54,0.0575,Corrosion,Major,1010345.0,387819.0,0.3838,Sensor alert,1,3,1,1,3,1.1514,148844.93219999998,0.38384809149349974,0.75,0.17250000000000001
FE-00487,2016,Bridge,Prestressed Concrete,Coastal Carolina,Severe,69,0.0416,Corrosion,Major,262978.0,114306.0,0.4347,Sensor alert,1,6,1,0,3,1.3041,49688.818199999994,0.4346599335305615,0.42857142857142855,0.1248
FE-00488,2022,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,58,0.0365,Brittle fracture,Major,3451900.0,1053181.0,0.3051,Emergency,0,0,0,1,3,0.9153,321325.5231,0.30510182797879426,3.0,0.10949999999999999
FE-00489,2005,Bridge,Steel (A514 HY),Industrial Michigan,Moderate,51,0.052,Creep,Catastrophic,503628.0,527881.0,1.0482,Load test,0,0,0,1,4,4.1928,553324.8642,1.0481565758853757,4.0,0.208
FE-00490,2018,Bridge,Steel (A36),Rural South,Mild,27,0.0501,Corrosion,Major,714307.0,495084.0,0.6931,Emergency,0,0,1,0,3,2.0793,343142.72040000005,0.6930969457110178,3.0,0.1503
FE-00491,2009,Pipeline,Reinforced Concrete,Coastal Texas,Severe,39,0.1009,Fatigue crack,Minor,200460.0,9273.0,0.0463,Sensor alert,0,0,1,0,1,0.0463,429.3399,0.04625860520802155,1.0,0.1009
FE-00492,2023,Pipeline,Steel (A36),Coastal California,Moderate,44,0.0359,Buckling,Moderate,303628.0,69220.0,0.228,Sensor alert,0,0,1,0,2,0.456,15782.16,0.22797633946803325,2.0,0.0718
FE-00493,2007,Building,Stainless Steel 316L,Coastal California,Moderate,22,0.0099,Corrosion,Catastrophic,4263835.0,4759849.0,1.1163,Routine inspection,1,11,0,1,4,4.4652,5313419.438700001,1.1163304865221098,0.3333333333333333,0.0396
FE-00494,2006,Bridge,Cast Iron,Desert Southwest,Mild,76,0.0197,Fatigue crack,Minor,1511121.0,62039.0,0.0411,Routine inspection,0,0,1,0,1,0.0411,2549.8028999999997,0.04105495191979994,1.0,0.0197
FE-00495,2023,Bridge,Composite Steel-Concrete,Industrial Michigan,Moderate,54,0.0745,Corrosion,Minor,1314062.0,78568.0,0.0598,Public report,1,14,1,0,1,0.0598,4698.3664,0.059790177328010397,0.06666666666666667,0.0745
FE-00496,2023,Building,Prestressed Concrete,Coastal Texas,Severe,56,0.0541,Erosion,Major,3924113.0,2486463.0,0.6336,Emergency,1,31,1,0,3,1.9008000000000003,1575422.9568,0.6336369518410913,0.09375,0.1623
FE-00497,2007,Bridge,Cast Iron,Urban West,Mild,24,0.0297,Brittle fracture,Moderate,985904.0,172175.0,0.1746,Routine inspection,1,16,1,0,2,0.3492,30061.755,0.17463667862185364,0.11764705882352941,0.0594
FE-00498,2020,Bridge,Prestressed Concrete,Coastal California,Moderate,55,0.0761,Fatigue crack,Moderate,466768.0,58880.0,0.1261,Sensor alert,1,59,1,0,2,0.2522,7424.767999999999,0.12614403729475884,0.03333333333333333,0.1522
FE-00499,2005,Bridge,Prestressed Concrete,Industrial New Jersey,Moderate,32,0.1,Creep,Major,2544887.0,1148033.0,0.4511,Public report,1,6,1,0,3,1.3533,517877.6863,0.45111354649538465,0.42857142857142855,0.30000000000000004
FE-00500,2009,Bridge,Stainless Steel 316L,Coastal California,Moderate,78,0.0126,Buckling,Major,996079.0,469087.0,0.4709,Load test,0,0,1,1,3,1.4127,220893.06829999998,0.47093353037259095,3.0,0.0378
FE-00501,2019,Pipeline,Steel (A514 HY),Coastal Texas,Severe,68,0.0961,Brittle fracture,Moderate,862436.0,165454.0,0.1918,Routine inspection,1,6,0,0,2,0.3836,31734.0772,0.19184496008979218,0.2857142857142857,0.1922
FE-00502,2021,Pipeline,Steel (A36),Industrial Michigan,Moderate,13,0.0753,Corrosion,Moderate,1032575.0,126884.0,0.1229,Routine inspection,0,0,1,0,2,0.2458,15594.043599999999,0.12288114664794325,2.0,0.1506
FE-00503,2023,Building,Prestressed Concrete,Urban West,Mild,28,0.045,Creep,Major,665240.0,483611.0,0.727,Routine inspection,0,0,1,1,3,2.181,351585.197,0.7269722205519812,3.0,0.135
FE-00504,2008,Bridge,Steel (A36),Urban Northeast,Moderate,47,0.0372,Fatigue crack,Minor,1026521.0,30519.0,0.0297,Load test,0,0,0,0,1,0.0297,906.4143,0.029730516959711493,1.0,0.0372
FE-00505,2009,Power Plant,Steel (A36),Rural South,Mild,33,0.0516,Fatigue crack,Major,513393.0,130728.0,0.2546,Emergency,1,25,1,0,3,0.7638,33283.3488,0.25463533784060166,0.11538461538461539,0.1548
FE-00506,2021,Pipeline,Composite Steel-Concrete,Coastal California,Moderate,29,0.086,Fatigue crack,Major,441492.0,145618.0,0.3298,Load test,0,0,1,1,3,0.9894,48024.816399999996,0.3298315711269966,3.0,0.258
FE-00507,2017,Bridge,Steel (A514 HY),Rural South,Mild,41,0.0401,Buckling,Major,321135.0,232642.0,0.7244,Emergency,0,0,0,1,3,2.1732,168525.8648,0.7244367633549753,3.0,0.12029999999999999
FE-00508,2014,Building,Steel (A36),Urban West,Mild,75,0.0402,Creep,Moderate,839221.0,238331.0,0.284,Routine inspection,0,0,1,0,2,0.568,67686.004,0.2839907485632509,2.0,0.0804
FE-00509,2008,Building,Steel (A588 Weathering),Rural South,Mild,29,0.0224,Erosion,Major,701753.0,511511.0,0.7289,Routine inspection,0,0,1,1,3,2.1867,372840.3679,0.7289046145866138,3.0,0.0672
FE-00510,2011,Bridge,Composite Steel-Concrete,Industrial Michigan,Moderate,68,0.0806,Overload,Minor,4251838.0,226892.0,0.0534,Public report,0,0,0,0,1,0.0534,12116.0328,0.053363274894292774,1.0,0.0806
FE-00511,2020,Bridge,Reinforced Concrete,Coastal Florida,Severe,30,0.1019,Corrosion,Moderate,2913681.0,295145.0,0.1013,Routine inspection,0,0,1,0,2,0.2026,29898.1885,0.10129626407283433,2.0,0.2038
FE-00512,2017,Pipeline,Composite Steel-Concrete,Industrial New Jersey,Moderate,52,0.1019,Corrosion,Moderate,13894162.0,4039301.0,0.2907,Emergency,1,12,1,0,2,0.5814,1174224.8007,0.2907192963490709,0.15384615384615385,0.2038
FE-00513,2006,Bridge,Steel (A514 HY),Rural South,Mild,61,0.0333,Fatigue crack,Minor,1254178.0,68993.0,0.055,Public report,0,0,1,0,1,0.055,3794.6150000000002,0.05501053279518537,1.0,0.0333
FE-00514,2016,Power Plant,Prestressed Concrete,Rural Midwest,Mild,48,0.0347,Creep,Minor,1065798.0,47857.0,0.0449,Routine inspection,0,0,0,0,1,0.0449,2148.7793,0.04490250497749104,1.0,0.0347
FE-00515,2007,Building,Reinforced Concrete,Rural Mountain,Mild,39,0.0105,Fatigue crack,Major,425569.0,112350.0,0.264,Sensor alert,0,0,1,0,3,0.792,29660.4,0.2639994924442335,3.0,0.0315
FE-00516,2017,Pipeline,Prestressed Concrete,Desert Southwest,Mild,68,0.0271,Corrosion,Moderate,1039027.0,196986.0,0.1896,Load test,0,0,1,0,2,0.3792,37348.5456,0.18958698859606152,2.0,0.0542
FE-00517,2018,Pipeline,Timber,Pacific Northwest,Mild,37,0.0221,Fatigue crack,Major,513885.0,377990.0,0.7356,Routine inspection,0,0,0,1,3,2.2068000000000003,278049.444,0.7355536744602391,3.0,0.0663
FE-00518,2010,Power Plant,Steel (A36),Coastal Carolina,Severe,40,0.0525,Erosion,Major,3183457.0,1213461.0,0.3812,Routine inspection,0,0,0,1,3,1.1436,462571.3332,0.3811771291397999,3.0,0.1575
FE-00519,2020,Building,Reinforced Concrete,Rural South,Mild,31,0.0435,Fatigue crack,Minor,382187.0,15863.0,0.0415,Public report,0,0,1,0,1,0.0415,658.3145000000001,0.04150585969695463,1.0,0.0435
FE-00520,2022,Power Plant,Timber,Rural South,Mild,39,0.0406,Settlement,Moderate,1491278.0,320882.0,0.2152,Load test,1,1,1,0,2,0.4304,69053.8064,0.2151724896364058,1.0,0.0812
FE-00521,2014,Building,Prestressed Concrete,Coastal Texas,Severe,37,0.1211,Brittle fracture,Major,689139.0,477195.0,0.6925,Load test,0,0,0,1,3,2.0775,330457.5375,0.6924510149621484,3.0,0.3633
FE-00522,2013,Building,Steel (A36),Urban Midwest,Moderate,76,0.0665,Corrosion,Moderate,2035345.0,506667.0,0.2489,Public report,1,22,1,0,2,0.4978,126109.41630000001,0.2489342101707573,0.08695652173913043,0.133
FE-00523,2021,Bridge,Aluminium Alloy,Urban Northeast,Moderate,55,0.0654,Fatigue crack,Moderate,1001154.0,189860.0,0.1896,Routine inspection,1,1,0,0,2,0.3792,35997.456,0.18964115410815918,1.0,0.1308
FE-00524,2008,Bridge,Composite Steel-Concrete,Rural South,Mild,35,0.0478,Overload,Major,5250386.0,3065487.0,0.5839,Public report,0,0,1,1,3,1.7517,1789937.8593,0.5838593581500484,3.0,0.1434
FE-00525,2018,Building,Prestressed Concrete,Industrial Ohio,Moderate,45,0.0691,Corrosion,Minor,3033069.0,94385.0,0.0311,Sensor alert,1,14,1,0,1,0.0311,2935.3735,0.031118645833642426,0.06666666666666667,0.0691
FE-00526,2022,Building,Steel (A36),Urban Midwest,Moderate,38,0.0462,Overload,Minor,302884.0,20997.0,0.0693,Sensor alert,0,0,1,0,1,0.0693,1455.0921,0.06932356941931564,1.0,0.0462
FE-00527,2019,Building,Stainless Steel 316L,Industrial New Jersey,Moderate,42,0.0081,Overload,Catastrophic,213254.0,180282.0,0.8454,Load test,0,0,1,1,4,3.3816,152410.4028,0.8453862530128391,4.0,0.0324
FE-00528,2008,Bridge,Steel (A36),Industrial Michigan,Moderate,34,0.0599,Corrosion,Moderate,301122.0,45157.0,0.15,Routine inspection,0,0,0,0,2,0.3,6773.55,0.14996247368176355,2.0,0.1198
FE-00529,2015,Building,Steel (A36),Rural Midwest,Mild,46,0.0273,Erosion,Minor,2002510.0,119533.0,0.0597,Public report,1,5,1,0,1,0.0597,7136.1201,0.05969158705824191,0.16666666666666666,0.0273
FE-00530,2011,Bridge,Steel (A588 Weathering),Coastal Carolina,Severe,48,0.0515,Brittle fracture,Minor,368839.0,10713.0,0.029,Emergency,0,0,1,0,1,0.029,310.677,0.02904519316015931,1.0,0.0515
FE-00531,2012,Bridge,Prestressed Concrete,Desert Southwest,Mild,51,0.0221,Overload,Minor,2589189.0,98306.0,0.038,Routine inspection,1,26,0,0,1,0.038,3735.6279999999997,0.03796787333794482,0.037037037037037035,0.0221
FE-00532,2006,Bridge,Stainless Steel 316L,Coastal Texas,Severe,30,0.0143,Corrosion,Catastrophic,936865.0,929104.0,0.9917,Emergency,0,0,1,1,4,3.9668,921392.4368,0.991715988963191,4.0,0.0572
FE-00533,2022,Building,Composite Steel-Concrete,Coastal California,Moderate,57,0.0824,Settlement,Moderate,2255202.0,460137.0,0.204,Emergency,0,0,1,0,2,0.408,93867.94799999999,0.204033607632487,2.0,0.1648
FE-00534,2010,Building,Stainless Steel 316L,Industrial Michigan,Moderate,53,0.0046,Corrosion,Major,1727944.0,1269778.0,0.7348,Load test,1,6,0,1,3,2.2044,933032.8744,0.7348490460338992,0.42857142857142855,0.0138
FE-00535,2015,Bridge,Steel (A588 Weathering),Urban West,Mild,48,0.0231,Fatigue crack,Major,768748.0,378841.0,0.4928,Sensor alert,0,0,1,1,3,1.4784000000000002,186692.8448,0.4928025829010287,3.0,0.0693
FE-00536,2019,Bridge,Reinforced Concrete,Industrial Michigan,Moderate,53,0.0481,Creep,Moderate,5634414.0,953486.0,0.1692,Routine inspection,1,31,1,0,2,0.3384,161329.8312,0.169225406581767,0.0625,0.0962
FE-00537,2011,Pipeline,Steel (A514 HY),Coastal Texas,Severe,21,0.1057,Brittle fracture,Moderate,512700.0,78713.0,0.1535,Sensor alert,1,18,1,0,2,0.307,12082.4455,0.15352642871074704,0.10526315789473684,0.2114
FE-00538,2007,Bridge,Steel (A36),Desert Southwest,Mild,54,0.0195,Settlement,Catastrophic,437820.0,248926.0,0.5686,Sensor alert,1,28,0,1,4,2.2744,141539.3236,0.5685578548261843,0.13793103448275862,0.078
FE-00539,2013,Bridge,Prestressed Concrete,Rural Midwest,Mild,29,0.0337,Fatigue crack,Moderate,2379271.0,368174.0,0.1547,Emergency,0,0,1,0,2,0.3094,56956.5178,0.15474235595692967,2.0,0.0674
FE-00540,2019,Pipeline,Aluminium Alloy,Coastal Florida,Severe,36,0.1299,Fatigue crack,Minor,1845341.0,107027.0,0.058,Routine inspection,1,4,0,0,1,0.058,6207.566000000001,0.05799849458717928,0.2,0.1299
FE-00541,2016,Building,Steel (A36),Industrial Ohio,Moderate,36,0.0561,Corrosion,Major,1783454.0,991667.0,0.556,Emergency,0,0,1,1,3,1.6680000000000001,551366.8520000001,0.5560373298105811,3.0,0.1683
FE-00542,2011,Building,Prestressed Concrete,Industrial New Jersey,Moderate,19,0.0629,Corrosion,Minor,751440.0,24917.0,0.0332,Routine inspection,0,0,0,0,1,0.0332,827.2444,0.033159001384009366,1.0,0.0629
FE-00543,2005,Power Plant,Steel (A514 HY),Industrial New Jersey,Moderate,17,0.0603,Corrosion,Minor,555561.0,21388.0,0.0385,Routine inspection,0,0,0,0,1,0.0385,823.438,0.03849802271937735,1.0,0.0603
FE-00544,2012,Power Plant,Steel (A36),Coastal Florida,Severe,69,0.1069,Fatigue crack,Moderate,2404410.0,577378.0,0.2401,Sensor alert,0,0,1,0,2,0.4802,138628.4578,0.24013292242171677,2.0,0.2138
FE-00545,2022,Building,Steel (A588 Weathering),Rural Midwest,Mild,56,0.0078,Settlement,Minor,2750574.0,167349.0,0.0608,Emergency,1,14,1,0,1,0.0608,10174.8192,0.06084148254146225,0.06666666666666667,0.0078
FE-00546,2013,Bridge,Steel (A36),Desert Southwest,Mild,38,0.0197,Corrosion,Moderate,3180750.0,483719.0,0.1521,Emergency,0,0,1,0,2,0.3042,73573.65990000001,0.15207702585868113,2.0,0.0394
FE-00547,2023,Bridge,Reinforced Concrete,Urban Northeast,Moderate,53,0.0792,Buckling,Minor,267845.0,9574.0,0.0357,Sensor alert,0,0,1,0,1,0.0357,341.7918,0.035744553753103474,1.0,0.0792
FE-00548,2019,Building,Reinforced Concrete,Rural Mountain,Mild,42,0.0291,Corrosion,Minor,2396826.0,68364.0,0.0285,Sensor alert,1,10,1,0,1,0.0285,1948.374,0.02852272129891782,0.09090909090909091,0.0291
FE-00549,2009,Pipeline,Steel (A36),Rural South,Mild,19,0.0259,Fatigue crack,Moderate,346387.0,46783.0,0.1351,Routine inspection,1,4,1,0,2,0.2702,6320.3832999999995,0.13505991853042984,0.4,0.0518
FE-00550,2021,Pipeline,Steel (A36),Urban Midwest,Moderate,77,0.0626,Fatigue crack,Moderate,776251.0,104886.0,0.1351,Routine inspection,1,8,1,0,2,0.2702,14170.0986,0.13511866651379514,0.2222222222222222,0.1252
FE-00551,2010,Bridge,Steel (A36),Rural Mountain,Mild,29,0.0104,Fatigue crack,Minor,2964467.0,115765.0,0.0391,Sensor alert,0,0,0,0,1,0.0391,4526.4115,0.039050864792895316,1.0,0.0104
FE-00552,2011,Bridge,Reinforced Concrete,Coastal Florida,Severe,39,0.1369,Fatigue crack,Moderate,704370.0,148395.0,0.2107,Load test,1,1,1,0,2,0.4214,31266.8265,0.2106776268154521,1.0,0.2738
FE-00553,2022,Power Plant,Prestressed Concrete,Urban West,Mild,29,0.0592,Corrosion,Moderate,664175.0,70356.0,0.1059,Emergency,1,9,1,0,2,0.2118,7450.7004,0.10592991305002447,0.2,0.1184
FE-00554,2012,Bridge,Reinforced Concrete,Urban Northeast,Moderate,63,0.0709,Corrosion,Catastrophic,282238.0,345436.0,1.2239,Emergency,0,0,0,1,4,4.8956,422779.1204,1.223917403042822,4.0,0.2836
FE-00555,2019,Pipeline,Prestressed Concrete,Rural Mountain,Mild,33,0.025,Fatigue crack,Minor,2760106.0,78609.0,0.0285,Load test,1,16,1,0,1,0.0285,2240.3565,0.028480427925594163,0.058823529411764705,0.025
FE-00556,2016,Bridge,Prestressed Concrete,Rural Midwest,Mild,81,0.0191,Creep,Moderate,2703520.0,760321.0,0.2812,Sensor alert,1,16,1,0,2,0.5624,213802.2652,0.2812337249215837,0.11764705882352941,0.0382
FE-00557,2013,Building,Composite Steel-Concrete,Industrial New Jersey,Moderate,51,0.0932,Settlement,Minor,211444.0,13334.0,0.0631,Routine inspection,0,0,0,0,1,0.0631,841.3754,0.06306161442273131,1.0,0.0932
FE-00558,2011,Bridge,Reinforced Concrete,Rural South,Mild,31,0.0578,Creep,Moderate,955022.0,280362.0,0.2936,Routine inspection,1,5,1,0,2,0.5872,82314.2832,0.29356601209186806,0.3333333333333333,0.1156
FE-00559,2021,Bridge,Steel (A588 Weathering),Rural South,Mild,40,0.0174,Corrosion,Major,1284439.0,813223.0,0.6331,Routine inspection,0,0,1,0,3,1.8993,514851.4813,0.6331347771283805,3.0,0.052199999999999996
FE-00560,2016,Building,FRP Composite,Urban West,Mild,60,0.0265,Corrosion,Minor,1015612.0,70826.0,0.0697,Sensor alert,0,0,1,0,1,0.0697,4936.5722,0.06973726186772114,1.0,0.0265
FE-00561,2015,Bridge,Steel (A514 HY),Coastal Texas,Severe,29,0.0867,Fatigue crack,Moderate,3058970.0,505842.0,0.1654,Routine inspection,0,0,0,0,2,0.3308,83666.2668,0.16536350470910144,2.0,0.1734
FE-00562,2005,Power Plant,Steel (A36),Coastal Texas,Severe,46,0.1055,Corrosion,Moderate,4282826.0,430142.0,0.1004,Emergency,0,0,1,0,2,0.2008,43186.2568,0.10043415258990208,2.0,0.211
FE-00563,2011,Power Plant,Reinforced Concrete,Urban Northeast,Moderate,66,0.0859,Corrosion,Major,2699668.0,724715.0,0.2684,Routine inspection,0,0,1,1,3,0.8052000000000001,194513.50600000002,0.2684459718750602,3.0,0.25770000000000004
FE-00564,2021,Building,Reinforced Concrete,Rural Midwest,Mild,54,0.0194,Corrosion,Major,983551.0,350186.0,0.356,Public report,0,0,1,0,3,1.068,124666.216,0.3560425438030158,3.0,0.0582
FE-00565,2008,Pipeline,Steel (A588 Weathering),Coastal Florida,Severe,62,0.0645,Fatigue crack,Minor,1613354.0,72437.0,0.0449,Routine inspection,1,5,1,0,1,0.0449,3252.4213,0.04489839179746045,0.16666666666666666,0.0645
FE-00566,2023,Bridge,Stainless Steel 316L,Urban West,Mild,63,0.0077,Overload,Catastrophic,851700.0,551303.0,0.6473,Sensor alert,0,0,1,1,4,2.5892,356858.43189999997,0.647297170365152,4.0,0.0308
FE-00567,2013,Bridge,Prestressed Concrete,Desert Southwest,Mild,40,0.0299,Corrosion,Major,1337422.0,531254.0,0.3972,Routine inspection,1,27,1,1,3,1.1916,211014.0888,0.39722241745686854,0.10714285714285714,0.0897
FE-00568,2012,Building,Aluminium Alloy,Industrial Michigan,Moderate,22,0.0686,Buckling,Minor,1115449.0,34183.0,0.0306,Emergency,1,6,0,0,1,0.0306,1045.9998,0.030645058626615828,0.14285714285714285,0.0686
FE-00569,2011,Pipeline,Steel (A588 Weathering),Pacific Northwest,Mild,64,0.0226,Fatigue crack,Catastrophic,1443971.0,974766.0,0.6751,Load test,0,0,1,1,4,2.7004,658064.5266,0.675059263655572,4.0,0.0904
FE-00570,2019,Power Plant,Steel (A588 Weathering),Desert Southwest,Mild,47,0.0098,Erosion,Major,1440868.0,951908.0,0.6606,Load test,1,12,1,1,3,1.9817999999999998,628830.4247999999,0.6606489976875051,0.23076923076923078,0.0294
FE-00571,2007,Bridge,Prestressed Concrete,Rural Mountain,Mild,23,0.0297,Corrosion,Minor,1003503.0,70947.0,0.0707,Sensor alert,0,0,1,0,1,0.0707,5015.9529,0.07069934021124002,1.0,0.0297
FE-00572,2022,Bridge,Steel (A36),Rural Midwest,Mild,41,0.0208,Fatigue crack,Minor,4605373.0,206728.0,0.0449,Load test,0,0,1,0,1,0.0449,9282.0872,0.04488843791805788,1.0,0.0208
FE-00573,2021,Pipeline,Reinforced Concrete,Industrial New Jersey,Moderate,39,0.0745,Corrosion,Minor,1647506.0,50905.0,0.0309,Emergency,0,0,1,0,1,0.0309,1572.9645,0.030898218276595047,1.0,0.0745
FE-00574,2019,Pipeline,Composite Steel-Concrete,Desert Southwest,Mild,22,0.0195,Corrosion,Minor,568697.0,40031.0,0.0704,Sensor alert,1,1,1,0,1,0.0704,2818.1824,0.07039073531247747,0.5,0.0195
FE-00575,2020,Pipeline,Prestressed Concrete,Coastal California,Moderate,86,0.0371,Corrosion,Minor,995393.0,50449.0,0.0507,Emergency,0,0,1,0,1,0.0507,2557.7643000000003,0.050682494251014426,1.0,0.0371
FE-00576,2007,Power Plant,Prestressed Concrete,Industrial Ohio,Moderate,48,0.0539,Erosion,Major,4273205.0,1921965.0,0.4498,Routine inspection,1,0,0,1,3,1.3494,864499.857,0.44977130748466315,3.0,0.1617
FE-00577,2021,Bridge,Prestressed Concrete,Rural Mountain,Mild,34,0.0178,Corrosion,Minor,962424.0,52565.0,0.0546,Routine inspection,0,0,1,0,1,0.0546,2870.049,0.05461729965171276,1.0,0.0178
FE-00578,2006,Bridge,Composite Steel-Concrete,Rural South,Mild,70,0.0359,Fatigue crack,Moderate,2577430.0,541941.0,0.2103,Routine inspection,1,0,1,0,2,0.4206,113970.1923,0.21026410028594375,2.0,0.0718
FE-00579,2005,Building,Reinforced Concrete,Rural Midwest,Mild,22,0.0281,Brittle fracture,Minor,1140966.0,54379.0,0.0477,Emergency,0,0,1,0,1,0.0477,2593.8783,0.047660491197809574,1.0,0.0281
FE-00580,2023,Bridge,Reinforced Concrete,Coastal Texas,Severe,81,0.1127,Corrosion,Major,2239062.0,1543202.0,0.6892,Public report,0,0,1,0,3,2.0676,1063574.8184,0.6892180743543501,3.0,0.33809999999999996
